Departamento;Municipio;EstadoVictima;AnoHecho;MesOCurrencia;DiaOcurrencia;TipoVehiculoGrupo;TipoServicio;CondicionVictima;ActorVial;UsuarioVia;Zona;ObjetoColision;EsCapital;Rango3horas;Rango6horas;Sexo;RangoEdad;EstadoVia;ActividadVictima;CausaMuerte;ClaseAccidente;CondicionLugar;Hipotesis;DiagnosticoTopografico;Muerte30Dias;TipoRegistro;TotalRegistros
CESAR;AGUACHICA;MUERTOS;2026;01.ENERO;7.DOMINGO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;OBJETO FIJO;NO;03:00 A 05:59;00:00 A 05:59;HOMBRE;[15,20);BUENO;ACTIVIDADES DE TIEMPO LIBRE;CONTUNDENTE;CHOQUE;NORMAL;EMBRIAGUEZ (ALCOHÓLICA Y NO ALCOHÓLICA);POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CUNDINAMARCA;SOACHA;MUERTOS;2024;01.ENERO;3.MIÉRCOLES;TRANSPORTE DE PASAJEROS;PÚBLICO;CONDUCTOR;USUARIO DE VEHÍCULO;USUARIO T.PASAJEROS;URBANA;NO APLICA;NO;-1;-1;HOMBRE;[55,60);CON HUECOS;ACTIVIDADES RELACIONADAS CON LA ASISTENCIA A EVENTOS CULTURALES, DE ENTRETENIMIENTO Y/O DEPORTIVOS;CONTUNDENTE;VOLCAMIENTO;NORMAL;DESOBEDECER SEÑALES DE TRÁNSITO;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ANTIOQUIA;CACERES;MUERTOS;2024;03.MARZO;1.LUNES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;TRANSPORTE DE PASAJEROS;NO;21:00 A 23:59;18:00 A 23:59;HOMBRE;[70,75);BUENO;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
MAGDALENA;PLATO;MUERTOS;2022;01.ENERO;2.MARTES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;MOTOCICLETA;NO;06:00 A 08:59;06:00 A 11:59;HOMBRE;[50,55);CON HUECOS;ACTIVIDADES RELACIONADAS CON EL TRABAJO REMUNERADO;CONTUNDENTE;CHOQUE;NORMAL;DESOBEDECER SEÑALES DE TRÁNSITO;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CASANARE;SAN LUIS PALENQUE;MUERTOS;2025;01.ENERO;4.JUEVES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;SIN INFO.;NO;-1;-1;HOMBRE;[25,30);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;SIN INFORMACIÓN;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CAUCA;MORALES;MUERTOS;2025;03.MARZO;2.MARTES;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;URBANA;MOTOCICLETA;NO;-1;-1;HOMBRE;[30,35);BUENO;SIN INFORMACIÓN;CONTUNDENTE;ATROPELLO;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
VALLE DEL CAUCA;JAMUNDI;MUERTOS;2026;01.ENERO;7.DOMINGO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE INDIVIDUAL;NO;-1;-1;HOMBRE;[60,65);BUENO;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CUNDINAMARCA;SOACHA;MUERTOS;2022;01.ENERO;1.LUNES;MOTOCICLETA;PARTICULAR;PASAJERO;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE INDIVIDUAL;NO;-1;-1;MUJER;[75,80);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NORMAL;EXCESO DE VELOCIDAD;TRAUMA DE TÓRAX;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
TOLIMA;CARMEN APICALA;MUERTOS;2026;02.FEBRERO;7.DOMINGO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;ANIMAL EN VIA;NO;21:00 A 23:59;18:00 A 23:59;HOMBRE;[45,50);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;SIN INFORMACIÓN;EXCESO DE VELOCIDAD;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ANTIOQUIA;COPACABANA;MUERTOS;2025;01.ENERO;2.MARTES;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;URBANA;TRANSPORTE DE CARGA;NO;-1;-1;HOMBRE;[80,85);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;ATROPELLO;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
BOLIVAR;MOMPOS;MUERTOS;2025;03.MARZO;7.DOMINGO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;MOTOCICLETA;NO;-1;-1;HOMBRE;[40,45);BUENO;ACTIVIDADES RELACIONADAS CON LA ASISTENCIA A EVENTOS CULTURALES, DE ENTRETENIMIENTO Y/O DEPORTIVOS;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CESAR;EL PASO;MUERTOS;2021;02.FEBRERO;6.SÁBADO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;TRANSPORTE INDIVIDUAL;NO;09:00 A 11:59;06:00 A 11:59;HOMBRE;[30,35);SIN INFORMACIÓN;ACTIVIDADES RELACIONADAS CON LA ASISTENCIA A EVENTOS CULTURALES, DE ENTRETENIMIENTO Y/O DEPORTIVOS;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
NORTE SANTANDER;SARDINATA;MUERTOS;2025;02.FEBRERO;7.DOMINGO;TRANSPORTE INDIVIDUAL;PARTICULAR;PASAJERO;USUARIO DE VEHÍCULO;USUARIO DE V.INDIVIDUAL;URBANA;TRANSPORTE DE PASAJEROS;NO;-1;-1;MUJER;[30,35);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
BOGOTA DC;BOGOTA;MUERTOS;2024;01.ENERO;4.JUEVES;MOTOCICLETA;SIN INFORMACIÓN;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE DE CARGA;SI;09:00 A 11:59;06:00 A 11:59;HOMBRE;[45,50);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ATLANTICO;BARRANQUILLA;MUERTOS;2022;03.MARZO;6.SÁBADO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE INDIVIDUAL;SI;-1;-1;HOMBRE;[20,25);SIN INFORMACIÓN;ACTIVIDADES RELACIONADAS CON LA ASISTENCIA A EVENTOS CULTURALES, DE ENTRETENIMIENTO Y/O DEPORTIVOS;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;DESOBEDECER SEÑALES DE TRÁNSITO;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CAUCA;TIMBIO;MUERTOS;2022;03.MARZO;3.MIÉRCOLES;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;RURAL;TRANSPORTE INDIVIDUAL;NO;-1;-1;HOMBRE;[15,20);BUENO;SIN INFORMACIÓN;CONTUNDENTE;ATROPELLO;NORMAL;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
VALLE DEL CAUCA;TRUJILLO;MUERTOS;2023;01.ENERO;7.DOMINGO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;MOTOCICLETA;NO;-1;-1;HOMBRE;[15,20);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ATLANTICO;SABANALARGA;MUERTOS;2026;03.MARZO;6.SÁBADO;MOTOCICLETA;PARTICULAR;PASAJERO;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;NO APLICA;NO;03:00 A 05:59;00:00 A 05:59;HOMBRE;[20,25);SIN INFORMACIÓN;ACTIVIDADES VITALES O RELACIONADAS CON EL CUIDADO PERSONAL;CONTUNDENTE;CAÍDA DEL OCUPANTE;SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
BOGOTA DC;BOGOTA;MUERTOS;2023;02.FEBRERO;5.VIERNES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;NO APLICA;SI;-1;-1;HOMBRE;[25,30);ROCAS EN LA VIA;SIN INFORMACIÓN;CONTUNDENTE;VOLCAMIENTO;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
BOGOTA DC;BOGOTA;MUERTOS;2023;01.ENERO;1.LUNES;BICICLETA;NO APLICA;CONDUCTOR;USUARIO DE BICICLETA;USUARIO DE BICICLETA;URBANA;TRANSPORTE DE CARGA;SI;18:00 A 20:59;18:00 A 23:59;HOMBRE;[15,20);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
NARINO;PASTO;MUERTOS;2021;03.MARZO;6.SÁBADO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE INDIVIDUAL;SI;21:00 A 23:59;18:00 A 23:59;HOMBRE;[15,20);BUENO;ACTIVIDADES RELACIONADAS CON LA ASISTENCIA A EVENTOS CULTURALES, DE ENTRETENIMIENTO Y/O DEPORTIVOS;CONTUNDENTE;CHOQUE;NORMAL;DESOBEDECER SEÑALES DE TRÁNSITO;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
NORTE SANTANDER;CUCUTA;MUERTOS;2026;03.MARZO;7.DOMINGO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;OBJETO FIJO;SI;00:00 A 02:59;00:00 A 05:59;HOMBRE;[30,35);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ARCHIPIELAGO SAN ANDRES, PROVIDENCIA Y SANTA CATALINA;SAN ANDRES;MUERTOS;2025;03.MARZO;1.LUNES;BICICLETA;NO APLICA;CONDUCTOR;USUARIO DE BICICLETA;USUARIO DE BICICLETA;URBANA;MOTOCICLETA;SI;-1;-1;HOMBRE;[85,90);BUENO;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NORMAL;CONTRAVÍA;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
SUCRE;SINCE;MUERTOS;2024;02.FEBRERO;2.MARTES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;MOTOCICLETA;NO;-1;-1;HOMBRE;[65,70);BUENO;ACTIVIDADES RELACIONADAS CON LA ASISTENCIA A EVENTOS CULTURALES, DE ENTRETENIMIENTO Y/O DEPORTIVOS;CONTUNDENTE;CHOQUE;NORMAL;EXCESO DE VELOCIDAD;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ATLANTICO;MALAMBO;MUERTOS;2025;01.ENERO;3.MIÉRCOLES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;OBJETO FIJO;NO;18:00 A 20:59;18:00 A 23:59;HOMBRE;[30,35);SIN INFORMACIÓN;ACTIVIDADES RELACIONADAS CON LA ASISTENCIA A EVENTOS CULTURALES, DE ENTRETENIMIENTO Y/O DEPORTIVOS;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA DE ABDOMEN;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
BOGOTA DC;BOGOTA;MUERTOS;2023;01.ENERO;5.VIERNES;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;URBANA;SIN INFO.;SI;21:00 A 23:59;18:00 A 23:59;HOMBRE;[35,40);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;ATROPELLO;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
SANTANDER;BARRANCABERMEJA;MUERTOS;2024;03.MARZO;1.LUNES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE INDIVIDUAL;NO;18:00 A 20:59;18:00 A 23:59;MUJER;[40,45);BUENO;ACTIVIDADES RELACIONADAS CON LA ASISTENCIA A EVENTOS CULTURALES, DE ENTRETENIMIENTO Y/O DEPORTIVOS;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
TOLIMA;VALLE SAN JUAN;MUERTOS;2022;01.ENERO;3.MIÉRCOLES;MAQ. INDUSTRIAL;NO APLICA;CONDUCTOR;USUARIO DE VEHÍCULO;USUARIO DE OTROS;RURAL;NO APLICA;NO;-1;-1;HOMBRE;[70,75);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;VOLCAMIENTO;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA DE TÓRAX;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
PUTUMAYO;ORITO;MUERTOS;2025;01.ENERO;3.MIÉRCOLES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;TRANSPORTE INDIVIDUAL;NO;-1;-1;HOMBRE;[40,45);BUENO;ACTIVIDADES DE DESPLAZAMIENTO DE UN LUGAR A OTRO;CONTUNDENTE;CHOQUE;NORMAL;EXCESO DE VELOCIDAD;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CESAR;RIO ORO;MUERTOS;2026;02.FEBRERO;1.LUNES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;NO APLICA;NO;09:00 A 11:59;06:00 A 11:59;HOMBRE;[50,55);BUENO;SIN INFORMACIÓN;CONTUNDENTE;VOLCAMIENTO;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
VALLE DEL CAUCA;RIOFRIO;MUERTOS;2024;03.MARZO;4.JUEVES;MOTOCICLETA;SIN INFORMACIÓN;PASAJERO;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;NO APLICA;NO;21:00 A 23:59;18:00 A 23:59;MUJER;[10,15);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;VOLCAMIENTO;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CUNDINAMARCA;CAJICA;MUERTOS;2025;02.FEBRERO;5.VIERNES;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;URBANA;TRANSPORTE INDIVIDUAL;NO;-1;-1;MUJER;[25,30);BUENO;SIN INFORMACIÓN;CONTUNDENTE;ATROPELLO;NORMAL;DESOBEDECER SEÑALES DE TRÁNSITO;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ANTIOQUIA;MEDELLIN;MUERTOS;2021;01.ENERO;3.MIÉRCOLES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE DE CARGA;SI;18:00 A 20:59;18:00 A 23:59;HOMBRE;[20,25);SIN INFORMACIÓN;OTRA;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;POSIBLES FALLAS MECÁNICAS;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
PUTUMAYO;COLON;MUERTOS;2026;02.FEBRERO;6.SÁBADO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;OBJETO FIJO;NO;00:00 A 02:59;00:00 A 05:59;HOMBRE;[20,25);BUENO;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NORMAL;EMBRIAGUEZ (ALCOHÓLICA Y NO ALCOHÓLICA);TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CORDOBA;TIERRALTA;MUERTOS;2024;01.ENERO;4.JUEVES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;OBJETO FIJO;NO;-1;-1;MUJER;[60,65);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
HUILA;PITALITO;MUERTOS;2023;03.MARZO;1.LUNES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;OBJETO FIJO;NO;-1;-1;HOMBRE;[45,50);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
SUCRE;SAN ONOFRE;MUERTOS;2025;01.ENERO;1.LUNES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;TRANSPORTE DE CARGA;NO;-1;-1;HOMBRE;[50,55);CON HUECOS;ACTIVIDADES DE DESPLAZAMIENTO DE UN LUGAR A OTRO;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CUNDINAMARCA;GACHANCIPA;MUERTOS;2021;02.FEBRERO;7.DOMINGO;BICICLETA;NO APLICA;CONDUCTOR;USUARIO DE BICICLETA;USUARIO DE BICICLETA;RURAL;MOTOCICLETA;NO;15:00 A 17:59;12:00 A 17:59;HOMBRE;[10,15);BUENO;OTRA;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;TRAUMA DE CUELLO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CALDAS;MANIZALES;MUERTOS;2026;02.FEBRERO;6.SÁBADO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;OBJETO FIJO;SI;00:00 A 02:59;00:00 A 05:59;HOMBRE;[20,25);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA DE ABDOMEN;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
VALLE DEL CAUCA;BUENAVENTURA;MUERTOS;2025;01.ENERO;3.MIÉRCOLES;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;URBANA;TRANSPORTE DE CARGA;NO;-1;-1;MUJER;[10,15);BUENO;SIN INFORMACIÓN;CONTUNDENTE;ATROPELLO;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
BOLIVAR;CARTAGENA;MUERTOS;2023;02.FEBRERO;6.SÁBADO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE DE CARGA;SI;-1;-1;HOMBRE;[30,35);BUENO;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CUNDINAMARCA;BITUIMA;MUERTOS;2025;03.MARZO;4.JUEVES;TRANSPORTE DE CARGA;SIN INFORMACIÓN;PASAJERO;USUARIO DE VEHÍCULO;USUARIO T.CARGA;RURAL;NO APLICA;NO;-1;-1;HOMBRE;[60,65);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CAÍDA DEL VEHÍCULO A UN PRECIPICIO;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
META;RESTREPO;MUERTOS;2022;03.MARZO;6.SÁBADO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;TRANSPORTE INDIVIDUAL;NO;18:00 A 20:59;18:00 A 23:59;HOMBRE;[50,55);BUENO;ACTIVIDADES DE DESPLAZAMIENTO DE UN LUGAR A OTRO;CORTOCONTUNDENTE;CHOQUE;NORMAL;DESOBEDECER SEÑALES DE TRÁNSITO;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CAQUETA;ALBANIA;MUERTOS;2023;01.ENERO;7.DOMINGO;TRANSPORTE INDIVIDUAL;PARTICULAR;PASAJERO;USUARIO DE VEHÍCULO;USUARIO DE V.INDIVIDUAL;RURAL;NO APLICA;NO;06:00 A 08:59;06:00 A 11:59;HOMBRE;[05,10);BUENO;ACTIVIDADES DE TRABAJO DOMÉSTICO NO PAGADO PARA EL USO DEL PROPIO HOGAR;CONTUNDENTE;VOLCAMIENTO;NORMAL;DESOBEDECER SEÑALES DE TRÁNSITO;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
SANTANDER;SOCORRO;MUERTOS;2026;01.ENERO;4.JUEVES;TRANSPORTE DE CARGA;PARTICULAR;CONDUCTOR;USUARIO DE VEHÍCULO;USUARIO T.CARGA;RURAL;NO APLICA;NO;03:00 A 05:59;00:00 A 05:59;HOMBRE;[20,25);BUENO;ACTIVIDADES RELACIONADAS CON EL TRABAJO REMUNERADO;CONTUNDENTE;CAÍDA DEL VEHÍCULO A UN PRECIPICIO;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
BOGOTA DC;BOGOTA;MUERTOS;2026;03.MARZO;7.DOMINGO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE INDIVIDUAL;SI;-1;-1;HOMBRE;[20,25);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
VALLE DEL CAUCA;LA UNION;MUERTOS;2026;01.ENERO;1.LUNES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;MOTOCICLETA;NO;-1;-1;HOMBRE;[65,70);BUENO;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
GUAVIARE;SAN JOSE DEL GUAVIARE;MUERTOS;2025;01.ENERO;7.DOMINGO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;MOTOCICLETA;SI;-1;-1;HOMBRE;[20,25);BUENO;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
QUINDIO;ARMENIA;MUERTOS;2021;02.FEBRERO;7.DOMINGO;MOTOCICLETA;SIN INFORMACIÓN;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;OBJETO FIJO;SI;-1;-1;HOMBRE;[15,20);SIN INFORMACIÓN;OTRA;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA DE TÓRAX;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
VALLE DEL CAUCA;PALMIRA;MUERTOS;2026;01.ENERO;3.MIÉRCOLES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;MOTOCICLETA;NO;-1;-1;HOMBRE;[55,60);BUENO;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
